I suggest you could go for the uploaded trip to the following amenities
        distance           amenity     city                                                                                                                                                                                                                                                                                                            address
96    637.744003        restaurant  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
97    630.022560        restaurant  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
98    617.946596        restaurant  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
99    677.245951              bank  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
100   615.926856        restaurant  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
101   811.044023              cafe  Burnaby                                                                                        {'house_number': '9393', 'road': 'University High Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
102   633.638881           toilets  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
103   629.226373         fast_food  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
104   621.373681        restaurant  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
105   772.385464        restaurant  Burnaby                                                         {'amenity': 'The Chopped Leaf', 'house_number': '9055', 'road': 'University High Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
106   613.535123              cafe  Burnaby                                                                                  {'building': 'Cornerstone Building', 'road': 'Cornerstone Mews', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
107   756.932498        restaurant  Burnaby                                                               {'amenity': 'Togo Sushi', 'house_number': '9055', 'road': 'University High Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
108   749.207166         fast_food  Burnaby                                                            {'amenity': "Uncle Fatih's", 'house_number': '9055', 'road': 'University High Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
109   741.475782        restaurant  Burnaby                                                                {'amenity': 'Chef Hung', 'house_number': '9055', 'road': 'University High Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
110   733.752075         fast_food  Burnaby                                                                      {'amenity': 'A&W', 'house_number': '9055', 'road': 'University High Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
111   574.117431          fountain  Burnaby                                                                                      {'amenity': 'Simon Fraser University', 'road': 'Tower Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
112   451.119271           toilets  Burnaby                                                                           {'amenity': 'Simon Fraser University', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
113   180.072248           toilets  Burnaby                                                                           {'amenity': 'Simon Fraser University', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
114   181.691729        restaurant  Burnaby                                                                           {'amenity': 'Simon Fraser University', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
115   868.348972    drinking_water  Burnaby                                                                                                                                                  {'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 0A1', 'country': 'Canada', 'country_code': 'ca'}
116   359.203622        restaurant  Burnaby                                                                                                {'amenity': 'Mackenzie Cafe', 'road': 'Arts Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
117   361.119650         fast_food  Burnaby                                                                           {'amenity': 'Simon Fraser University', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
118   168.633548               atm  Burnaby                                                                                      {'amenity': 'Simon Fraser University', 'road': 'Tower Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
119  1009.092893   bicycle_parking  Burnaby                                                                    {'building': 'Verdant', 'house_number': '9191', 'road': 'University Crescent', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 0A1', 'country': 'Canada', 'country_code': 'ca'}
120   386.462638      loading_dock  Burnaby                                                                                                   {'amenity': 'Strand Hall', 'road': 'Arts Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
121   230.853452         fast_food  Burnaby                                                                           {'amenity': 'Simon Fraser University', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
122   499.571542          fountain  Burnaby                                                                                      {'amenity': 'Simon Fraser University', 'road': 'Tower Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}
123   112.146501          post_box  Burnaby                                                                           {'amenity': 'Simon Fraser University', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
124   336.331912              cafe  Burnaby                                                                                                   {'amenity': 'Renaissance', 'road': 'Arts Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
125  1094.495791           parking  Burnaby                        {'leisure': 'Burnaby Mountain Conservation Area', 'road': 'Halifax Street', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4H1', 'country': 'Canada', 'country_code': 'ca'}
126   109.563073              cafe  Burnaby                                                                                                  {'amenity': 'Starbucks', 'road': 'Gaglardi Way', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
127   143.784336      loading_dock  Burnaby                                                                                                           {'amenity': 'WAC Bennett Library', 'road': 'Convocation Mall', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'country': 'Canada', 'country_code': 'ca'}
128   236.597664           theatre  Burnaby                                                                                         {'amenity': 'Images Theatre', 'road': 'Convocation Mall', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
129   947.271482      waste_basket  Burnaby                                                                                           {'house_number': '9188', 'road': 'University Crescent', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 0A1', 'country': 'Canada', 'country_code': 'ca'}
130    98.656321              cafe  Burnaby                                                                                       {'amenity': 'Tim Hortons', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
131   140.179972   vending_machine  Burnaby                                                                                 {'amenity': 'West Mall Complex', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
132   209.009658  parking_entrance  Burnaby                                                                         {'amenity': 'West Mall Visitor Parkade', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}
133   529.172827         telephone  Burnaby                                                                                      {'building': 'Cilcotin Residence', 'road': 'Residence Lane', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 1E7', 'country': 'Canada', 'country_code': 'ca'}
134   905.333962           shelter  Burnaby                          {'amenity': 'Trans Canada Trail Pavillion', 'road': 'Trans Canada Trail', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 1E7', 'country': 'Canada', 'country_code': 'ca'}
135  1055.494958           toilets  Burnaby                                                  {'house_number': '100', 'road': 'Centennial Way', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 1E7', 'country': 'Canada', 'country_code': 'ca'}
136  1054.116356    drinking_water  Burnaby                                                  {'house_number': '100', 'road': 'Centennial Way', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 1E7', 'country': 'Canada', 'country_code': 'ca'}
137   911.075487           toilets  Burnaby  {'leisure': 'Mountain Air Bike Skills Park', 'road': 'Barnet Highway', 'neighbourhood': 'Barnet', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 1E7', 'country': 'Canada', 'country_code': 'ca'}
138  1043.294674           parking  Burnaby                                                                          {'tourism': 'Picnic Area', 'road': 'Barnet Marine Park Access Road', 'neighbourhood': 'Barnet', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'country': 'Canada', 'country_code': 'ca'}
139  1071.790643           toilets  Burnaby                                                                                                    {'road': 'Barnet Marine Park Access Road', 'neighbourhood': 'Barnet', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'country': 'Canada', 'country_code': 'ca'}
140  1222.755166           toilets  Burnaby                                                                          {'tourism': 'Picnic Area', 'road': 'Barnet Marine Park Access Road', 'neighbourhood': 'Barnet', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'country': 'Canada', 'country_code': 'ca'}
